month	i_1YR	unempl	fxbis	gdp	corp_spread	mortg_spread	cred	equity	tb	CPI	us_baa	cm2	cloyne
1998-02-01	0.06750325	0.062	4.827386627	4.363947006	0.623214087	2.2	3.897571606	4.438834527	0.162635124	1.848189117	1.68	0.0125	0.017856965
1998-03-01	0.06779109	0.062	4.842938799	4.369479239	0.595562641	2.26	3.894294523	4.482198825	0.15002677	1.849419414	1.67	-0.01839	0.072464684
1998-04-01	0.06684642	0.062	4.846005111	4.371493261	0.657980446	2.43	3.901867961	4.503570708	0.160281888	1.851869601	1.69	0.002	0.048069511
1998-05-01	0.06695333	0.061	4.816567235	4.370540587	0.637768337	2.39	3.903231009	4.508914123	0.125928523	1.853698212	1.65	-0.01129	0.076148312
1998-06-01	0.07043131	0.061	4.835308998	4.376424836	0.708643173	2.48	3.907441631	4.494961407	0.119133486	1.85308953	1.64	0.192	0.380756032
1998-07-01	0.07186324	0.061	4.832675176	4.377712435	0.723287904	2.67	3.919518075	4.505176733	0.117540033	1.851258349	1.69	0.02839	0.195662484
1998-08-01	0.06925389	0.061	4.828010263	4.377478304	0.766467806	2.93	3.921010287	4.428684877	0.132075424	1.852479994	1.80	-0.06064	0.307651807
1998-09-01	0.06408516	0.061	4.820579355	4.385783808	1.002785569	3.35	3.930062301	4.34861009	0.095669064	1.854306042	2.28	-0.01667	0.221027211
1998-10-01	0.05956228	0.06	4.795939736	4.388411048	1.381107655	3.49	3.93313351	4.323354302	0.108777585	1.854306042	2.65	-0.01097	-0.040244021
1998-11-01	0.0582365	0.06	4.791988915	4.392112279	1.201922013	3.32	3.932313877	4.418431155	0.095278016	1.854913022	2.51	-0.03967	-0.27240612
1998-12-01	0.05319742	0.061	4.790209987	4.393944	1.158153352	3.23	3.934693261	4.427991717	0.142536678	1.856124444	2.58	-0.01935	-0.36919077
1999-01-01	0.04973235	0.061	4.780940874	4.393398606	1.169584191	2.96	3.942322899	4.472997711	0.082263713	1.853698212	2.57	-0.05484	0.11062706
1999-02-01	0.04845384	0.06	4.791261554	4.396272051	1.071437167	2.57	3.94953153	4.488419175	0.083121751	1.854306042	2.39	-0.20535	-0.129190321
1999-03-01	0.04825627	0.061	4.810003092	4.399555287	1.012877125	1.84	3.946747525	4.518496093	0.090269823	1.85672889	2.30	0.08613	0.306041906
1999-04-01	0.04835004	0.06	4.812538952	4.395105097	1.081791617	1.91	3.957907363	4.564840149	0.09537117	1.858537198	2.29	-0.02834	0.085666473
1999-05-01	0.0489136	0.06	4.820814862	4.409383466	1.077302613	1.34	3.958932423	4.551038428	0.134274417	1.859738566	2.18	-0.01484	0.149434269
1999-06-01	0.04872072	0.059	4.823166882	4.410331081	1.144789628	0.83	3.968682669	4.566786785	0.088042994	1.859138297	2.12	-0.033	-0.159709833
1999-07-01	0.0491973	0.059	4.810479056	4.412101256	1.156489927	0.63	3.969442851	4.572970683	0.083256961	1.85672889	2.16	-0.00064	0.253807737
1999-08-01	0.05263466	0.058	4.811430305	4.420156153	1.15271494	0.69	3.979957826	4.545915991	0.115503553	1.857935265	2.22	0.02	-0.317434256
1999-09-01	0.05548718	0.057	4.824027905	4.418892257	1.11530182	0.3	3.984798998	4.532022329	0.124524825	1.859738566	2.29	0.17333	-0.039953763
1999-10-01	0.05865655	0.058	4.831510986	4.423590696	1.133513579	0.34	3.98987582	4.516453048	0.126442061	1.859138297	2.27	0.00839	-0.180486632
1999-11-01	0.05818314	0.057	4.831976824	4.432188178	1.160009792	0.92	4.002518288	4.580738099	0.116637527	1.859738566	2.12	-0.04	0.176719043
1999-12-01	0.0609372	0.058	4.83870721	4.427648714	1.176262484	1.15	4.010285554	4.620412724	0.121451939	1.860936621	1.91	-0.03516	-0.01359321
2000-01-01	0.06315015	0.057	4.853630005	4.437560989	1.21970369	0.71	4.018036592	4.596419806	0.123478812	1.85672889	1.67	-0.03226	0.435910025
2000-02-01	0.06252417	0.057	4.852337867	4.441643755	1.25722332	1.13	4.024438579	4.554880075	0.112522302	1.858537198	1.77	-0.00828	0.315029635
2000-03-01	0.06208992	0.056	4.850129773	4.439698579	1.275272807	1.62	4.046860273	4.61384466	0.14327303	1.859138297	2.11	0.00226	0.042982437
2000-04-01	0.06183833	0.056	4.863456236	4.444277065	1.3773967	1.67	4.053984158	4.572704061	0.102302703	1.860936621	2.41	-0.03333	0.046165388
2000-05-01	0.06161541	0.055	4.84531601	4.450263528	1.501350127	1.6	4.069306709	4.559011193	0.115715503	1.862131379	2.46	-0.02774	-0.181180305
2000-06-01	0.06028678	0.053	4.814357638	4.452419493	1.57895948	1.9	4.069764332	4.597753508	0.145112285	1.862727528	2.39	0	-0.185716688
2000-07-01	0.05940529	0.052	4.822305117	4.448617804	1.551895109	1.81	4.075425348	4.600836975	0.066849645	1.860338007	2.29	0.01677	-0.261832281
2000-08-01	0.06000278	0.052	4.835308998	4.46091037	1.456624093	1.72	4.092018944	4.610159172	0.110442901	1.860338007	2.43	-0.05097	-0.145412902
2000-09-01	0.05932377	0.053	4.821599483	4.451345291	1.349645058	1.65	4.08688351	4.609484701	0.098920359	1.863917377	2.55	-0.046	-0.036197463
2000-10-01	0.05792637	0.052	4.848451408	4.456297878	1.298302349	1.72	4.095088455	4.577956732	0.123571417	1.863917377	2.60	-0.00258	0.049663871
2000-11-01	0.05590764	0.051	4.832132056	4.459801829	1.258993574	1.86	4.101686945	4.589298386	0.114023922	1.864511081	2.56	-0.00367	0.110099619
2000-12-01	0.05358036	0.051	4.829178533	4.458685127	1.32426414	2.08	4.115356894	4.569231487	0.141169838	1.864511081	2.78	-0.00516	-0.003652202
2001-01-01	0.05213294	0.051	4.814278633	4.46872709	1.331308094	2.16	4.122803891	4.565914623	0.140128404	1.860936621	2.77	0.02033	-0.015797178
2001-02-01	0.05176354	0.05	4.809606283	4.467778288	1.318241586	1.9	4.130365289	4.557658608	0.117548932	1.861534411	2.77	0.03643	-0.09144615
2001-03-01	0.04964817	0.049	4.818063828	4.472679933	1.350959033	2.01	4.145319352	4.489180417	0.102209623	1.86332286	2.96	0.01677	0.066849227
2001-04-01	0.04893191	0.048	4.82566962	4.469469897	1.296559891	1.52	4.140085791	4.49348321	0.082992351	1.86569606	2.93	0	-0.225208646
2001-05-01	0.04956662	0.049	4.830500924	4.474288343	1.220471022	1.11	4.139624738	4.518531282	0.082028134	1.86923172	2.68	0.03032	-0.398978687
2001-06-01	0.05185993	0.05	4.83018993	4.472261719	1.170901969	1.01	4.153384069	4.49877299	0.083706954	1.869818208	2.69	0.01	0.014654095
2001-07-01	0.05166693	0.05	4.835618404	4.472691495	1.16143832	1.02	4.160220495	4.445064603	0.096102526	1.866877814	2.73	-0.01742	-0.035725429
2001-08-01	0.04801325	0.05	4.819007893	4.481210974	1.071919047	0.98	4.169670968	4.442220299	0.025030308	1.868644438	2.88	-0.23097	-0.021251108
2001-09-01	0.04435775	0.05	4.828867127	4.475725586	1.217493036	0.75	4.172686368	4.331278342	0.088115554	1.869818208	3.30	0.007	-0.053811629
2001-10-01	0.04195877	0.05	4.826684571	4.47846201	1.25730071	0.67	4.17979921	4.357371331	0.076515646	1.868644438	3.34	-0.01548	-0.136188225
2001-11-01	0.0386733	0.051	4.828789261	4.480344003	1.19555617	0.38	4.184532049	4.399467473	0.075261403	1.868056362	3.16	-0.09933	-0.404960665
2001-12-01	0.0414153	0.052	4.830578657	4.481014207	1.158236292	0.11	4.186142825	4.39338456	0.032399366	1.86923172	2.97	0.02678	0.171503876
2002-01-01	0.04258253	0.051	4.835773071	4.48491693	1.111183112	0.06	4.190739236	4.395734643	0.076173549	1.867467488	2.83	-0.00065	0.176200595
2002-02-01	0.04280631	0.051	4.839631994	4.48606418	1.087708356	0.07	4.19453639	4.380702794	0.056205271	1.868056362	2.98	0.00893	0.089120597
2002-03-01	0.04497335	0.052	4.832830299	4.492433332	1.023995503	-0.19	4.202216388	4.40763884	0.057588604	1.869818208	2.82	0.0071	0.203225687
2002-04-01	0.04468153	0.052	4.838552996	4.495130324	0.989627996	-0.19	4.202018177	4.40271243	0.043153416	1.871572936	2.82	-0.016	-0.054324151
2002-05-01	0.04457976	0.051	4.821991563	4.500741056	1.03940286	-0.22	4.213648004	4.395973326	0.116081421	1.872738827	2.92	0.02097	-0.117271668
2002-06-01	0.04427748	0.051	4.805868555	4.477473798	1.035510243	-0.07	4.220843052	4.310959583	0.073947568	1.872738827	3.02	-0.02267	-0.117271668
2002-07-01	0.04123533	0.051	4.822305117	4.503532489	1.200277733	0.03	4.22234725	4.19720122	0.016433627	1.871572936	3.24	-0.02064	-0.128463089
2002-08-01	0.03782918	0.052	4.823166882	4.492350933	1.264876455	0.28	4.230066004	4.194480262	0.003076063	1.872738827	3.32	0.00903	0.000670138
2002-09-01	0.03668607	0.052	4.834070416	4.497599946	1.281208488	0.58	4.246651053	4.124924228	0.055690453	1.873901598	3.53	0	0.087294734
2002-10-01	0.03668833	0.051	4.837395633	4.499369533	1.432380931	0.49	4.253321881	4.117332369	0.020758814	1.874481818	3.79	0.0142	-0.017090403
2002-11-01	0.03756184	0.051	4.829801052	4.501282042	1.32556978	0.47	4.261368398	4.152041219	-0.017861729	1.874481818	3.57	0.136	-0.278501009
2002-12-01	0.0377135	0.05	4.826762602	4.509418385	1.281229324	0.56	4.260776933	4.116175449	0.038327891	1.876217841	3.42	0.04419	-0.310517886
2003-01-01	0.03646872	0.051	4.813567312	4.501648007	1.281741395	0.73	4.264458304	4.076952631	0.057726487	1.873320602	3.30	0.00742	-0.466391125
2003-02-01	0.03339875	0.051	4.79907315	4.516546396	1.296345971	0.7	4.273600617	4.03675519	0.063160307	1.875061263	3.15	-0.19428	-0.030310336
2003-03-01	0.03309482	0.05	4.781512513	4.511626769	1.262636798	0.6	4.27562068	4.032301857	-0.022630724	1.876794976	3.14	-0.04516	0.328361458
2003-04-01	0.03359681	0.049	4.774137848	4.517288336	1.191307243	0.46	4.289147669	4.091134183	0.078810735	1.877946952	2.89	0.00333	-0.019164741
2003-05-01	0.03298	0.049	4.755459681	4.514843312	1.104667572	0.69	4.299420721	4.133079905	0.009658038	1.877946952	2.81	0.02902	-0.20521346
2003-06-01	0.03269286	0.05	4.773479683	4.523897604	1.010089971	0.81	4.305361869	4.1717453	-0.068420403	1.877371346	2.86	0.008	-0.209749842
2003-07-01	0.03258555	0.05	4.769273664	4.525083402	0.92028246	0.29	4.31159417	4.168604641	0.029166309	1.876794976	2.64	-0.04645	-0.298998921
2003-08-01	0.03621376	0.05	4.765464767	4.524163583	0.872648544	0.08	4.313137936	4.198607383	0.038309726	1.878521796	2.57	-0.0529	0.246028009
2003-09-01	0.0377762	0.049	4.767371029	4.529511143	0.813071932	-0.02	4.320493726	4.215281243	-0.035357172	1.880241776	2.52	-0.036	0.136812571
2003-10-01	0.04021795	0.049	4.774384548	4.534287103	0.765949731	-0.24	4.333466315	4.227830242	0.019909441	1.880813592	2.44	-0.01742	-0.147432049
2003-11-01	0.04202557	0.049	4.781512513	4.529697189	0.751455027	-0.23	4.343394196	4.239898305	0.002660256	1.880241776	2.36	-0.024	0.183658445
2003-12-01	0.04105231	0.048	4.78143087	4.543685766	0.742212769	0.01	4.352649408	4.248278566	0.008650509	1.881954971	2.33	-0.00193	0.020826686
2004-01-01	0.04100751	0.047	4.802436651	4.543206564	0.749642794	0.09	4.365571554	4.270258475	-0.049232847	1.879669206	2.29	-0.03097	-0.03667552
2004-02-01	0.04147353	0.047	4.82574773	4.541828808	0.778389746	0.28	4.368921912	4.270483969	-0.020109104	1.880813592	2.18	0.0269	-0.114859149
2004-03-01	0.04238463	0.047	4.826450443	4.551337018	0.811193417	0.31	4.375389038	4.272736121	-0.01217141	1.881384657	2.29	-0.01226	-0.305171403
2004-04-01	0.04427469	0.047	4.827230657	4.546813925	0.815130967	0.06	4.383980797	4.286543002	-0.051496974	1.883093359	2.11	-0.04034	-0.226606897
2004-05-01	0.04650416	0.047	4.822069961	4.550260069	0.859768672	0.09	4.3868399	4.267277174	-0.049734759	1.88422877	2.03	0.04	0.047413115
2004-06-01	0.04878555	0.047	4.834302767	4.555121863	0.856780629	0.32	4.396658776	4.274848529	-0.073635215	1.88422877	2.05	0.02467	0.052493142
2004-07-01	0.04824308	0.046	4.834999497	4.549217335	0.888252942	0.43	4.407678344	4.250949163	-0.067373004	1.883093359	2.12	-0.00452	-0.272953769
2004-08-01	0.04808564	0.046	4.82808819	4.554578016	0.835218252	0.36	4.41811681	4.251316962	-0.0510398	1.88422877	2.18	-0.04193	0.039348286
2004-09-01	0.04707526	0.046	4.810399745	4.551563649	0.805576591	0.52	4.424462949	4.291809783	-0.023128657	1.884795364	2.14	-0.01067	-0.178091193
2004-10-01	0.04566589	0.047	4.79987501	4.55765393	0.790953922	0.65	4.431135727	4.309399385	-0.084591448	1.88592634	2.11	-0.00807	-0.108784907
2004-11-01	0.04540753	0.047	4.7954568	4.562482344	0.764921099	0.74	4.436347616	4.332508171	-0.040527661	1.886490725	2.01	-0.051	0.284623177
2004-12-01	0.04465965	0.047	4.808812191	4.560328826	0.756278567	0.9	4.447160448	4.33796054	-0.038856456	1.888740961	1.92	-0.03	0.284623177
2005-01-01	0.04473848	0.047	4.797226427	4.562537297	0.743939239	0.85	4.455676217	4.358899783	-0.036773336	1.886490725	1.80	-0.00258	0.224982494
2005-02-01	0.04613252	0.046	4.808494377	4.566796604	0.65045381	0.78	4.457808572	4.394221663	-0.020046167	1.8876173	1.65	-0.03929	-0.114779913
2005-03-01	0.04761366	0.046	4.807699402	4.560487089	0.653291098	0.58	4.464445884	4.386903241	-0.059762425	1.889301703	1.56	-0.0729	-0.228885002
2005-04-01	0.04621358	0.047	4.817748942	4.569499367	0.796377539	0.76	4.468168027	4.370676935	-0.086418378	1.890979597	1.71	-0.004	-0.247894585
2005-05-01	0.04469497	0.047	4.810399745	4.568587837	0.888856266	0.94	4.477876519	4.372877425	-0.037405351	1.892651034	1.86	-0.03968	0.030694895
2005-06-01	0.04369172	0.046	4.821521049	4.5734654	0.820167547	1.09	4.482728597	4.401921947	-0.003253945	1.892651034	1.86	-0.026	0.003214401
2005-07-01	0.04184109	0.046	4.794409637	4.575983132	0.779301822	1.06	4.489496753	4.435399016	-0.037867717	1.893206753	1.78	0.03742	-0.17842356
2005-08-01	0.04268339	0.046	4.801796856	4.575565671	0.73489549	0.87	4.493800132	4.453023456	-0.054587225	1.894316063	1.70	0.04516	-0.266645445
2005-09-01	0.04228497	0.049	4.812459804	4.578507529	0.737460671	0.97	4.504715159	4.469419098	-0.016961898	1.895422546	1.83	-0.00033	0.119506843
2005-10-01	0.04263252	0.05	4.804273786	4.577730743	0.750588915	0.85	4.512906333	4.449636428	0.00506895	1.895974732	1.83	-0.00516	0.176771964
2005-11-01	0.0433528	0.051	4.804034351	4.586989128	0.754963567	0.87	4.517673431	4.483693784	-0.046692532	1.895974732	1.86	-0.012	0.25129818
2005-12-01	0.042903	0.051	4.804592943	4.586750769	0.744543252	1.07	4.537595843	4.505747143	-0.001773873	1.897077003	1.85	-0.01613	0.201226843
2006-01-01	0.04253143	0.051	4.797146058	4.592808796	0.751381381	1.15	4.53251792	4.537596075	0.006057088	1.894869657	1.82	-0.00226	0.052807582
2006-02-01	0.04269886	0.052	4.798591725	4.592367237	0.734833832	1.1	4.541645588	4.55860561	-0.00911155	1.896526217	1.70	0.015	-0.047716679
2006-03-01	0.04377363	0.053	4.79174652	4.59668142	0.727457587	0.89	4.557860544	4.582290971	0.054711505	1.897077003	1.69	0.02387	0.066035142
2006-04-01	0.04452934	0.054	4.788671089	4.593616283	0.732789931	0.71	4.57301628	4.601614454	0.043820271	1.899820502	1.69	0.011	-0.018752358
2006-05-01	0.04638345	0.054	4.811984782	4.598864608	0.761223926	0.6	4.582615563	4.567155547	0.061023344	1.902546779	1.64	-0.00516	-0.037465262
2006-06-01	0.04677648	0.054	4.806664987	4.598423519	0.79370148	0.49	4.597751479	4.533132631	0.008342693	1.903632516	1.67	-0.003	0.02167884
2006-07-01	0.04687917	0.054	4.806505752	4.598163923	0.841143791	0.5	4.609560229	4.559653031	-0.064466655	1.903089987	1.67	0	-0.049449864
2006-08-01	0.04886118	0.054	4.825982023	4.603213184	0.824464135	0.68	4.61428855	4.56779218	-0.044916959	1.905256049	1.71	0.14227	0.069228792
2006-09-01	0.04928783	0.054	4.827464603	4.604547008	0.841420372	0.87	4.619749897	4.576297477	-0.051147904	1.90579588	1.71	0	-0.17569118
2006-10-01	0.05026578	0.054	4.82987884	4.60748517	0.822759973	0.78	4.621232681	4.613044622	-0.06919213	1.906335042	1.70	-0.05451	-0.154617177
2006-11-01	0.05047948	0.054	4.83166629	4.612925635	0.778939955	1.01	4.634634873	4.627442964	-0.05879943	1.907411361	1.61	-0.03866	0.244131168
2006-12-01	0.05108693	0.054	4.839863057	4.609397645	0.775649753	1.01	4.639813628	4.633953956	-0.069753853	1.910090546	1.65	-0.02032	-0.000788805
2007-01-01	0.05372868	0.055	4.852185741	4.610159313	0.780815299	0.86	4.653721609	4.646199961	-0.086383724	1.906335042	1.58	0.11516	0.248657945
2007-02-01	0.05424717	0.055	4.847229007	4.621882963	0.738437941	0.96	4.657603219	4.667344342	-0.104187229	1.908485019	1.55	0.02107	-0.017536915
2007-03-01	0.05365775	0.055	4.831355658	4.627283368	0.748187445	1.06	4.659414324	4.644929372	-0.049455481	1.910624405	1.70	-0.03742	-0.131642005
2007-04-01	0.05522008	0.054	4.838321631	4.618141755	0.768500481	0.88	4.666615551	4.682242364	-0.069966694	1.911690159	1.70	-0.04167	-0.162379383
2007-05-01	0.05649355	0.053	4.835541062	4.633261256	0.808806924	0.88	4.672490441	4.702177365	-0.071550847	1.912753304	1.64	0.01097	0.086692855
2007-06-01	0.0578982	0.052	4.842554848	4.625554612	0.815828732	0.66	4.67328192	4.700888026	-0.073137035	1.913813852	1.59	-0.011	-0.130746624
2007-07-01	0.05826072	0.053	4.848527758	4.629713269	0.984876053	0.81	4.686772334	4.69468185	-0.072875339	1.911157609	1.65	0.01064	0.086988637
2007-08-01	0.05670582	0.052	4.840786773	4.635570535	1.196891193	1.17	4.701313529	4.635019353	-0.072275592	1.912753304	1.98	-0.01484	-0.06257104
2007-09-01	0.05397998	0.052	4.828477735	4.626307489	1.430502571	1.25	4.70827558	4.658328411	-0.071343892	1.913283902	2.07	-0.02766	-0.007963321
2007-10-01	0.05326488	0.051	4.822305117	4.63501928	1.343626224	1.35	4.710177483	4.695006348	-0.076093833	1.915399835	1.95	0.03032	0.101868112
2007-11-01	0.05051887	0.05	4.810716953	4.632641588	1.559058814	1.66	4.709500816	4.65018717	-0.109225886	1.916453949	2.25	-0.01067	0.065038688
2007-12-01	0.04873824	0.05	4.794731958	4.632675788	1.703982532	1.51	4.712787976	4.657961181	-0.081662945	1.919078092	2.55	0.00774	-0.271585908
2008-01-01	0.04600002	0.051	4.75855527	4.637418427	1.83189699	1.75	4.720679661	4.594986534	-0.041999257	1.915927212	2.80	0.02774	-0.0324757
2008-02-01	0.04502808	0.051	4.752354479	4.643944788	2.082126158	1.36	4.724954826	4.580341234	-0.025647024	1.919078092	3.09	0.06862	-0.364220404
2008-03-01	0.04341998	0.052	4.73197507	4.633432909	2.52534731	1.6	4.730912519	4.541970942	-0.069770139	1.921166051	3.38	0.0329	-0.119300431
2008-04-01	0.04435398	0.051	4.711697078	4.640579238	2.54380553	1.36	4.733273994	4.591557904	-0.081679695	1.924279286	3.29	-0.00184	-0.248687346
2008-05-01	0.04782115	0.053	4.713446401	4.634464627	2.331203166	1.3	4.731457819	4.621524382	-0.068149416	1.927370363	3.05	0.00516	-0.02901027
2008-06-01	0.0523777	0.054	4.715541557	4.631074145	2.380390836	1.1	4.735006302	4.552706087	-0.030415229	1.930439595	2.97	0.00766	0.117111696
2008-07-01	0.05057187	0.057	4.717719353	4.623884241	2.617946067	1.21	4.731931316	4.477077175	-0.033843946	1.92992956	3.15	0.01145	0.161785013
2008-08-01	0.04869263	0.058	4.706870602	4.63017228	2.666657336	1.47	4.72728322	4.497623854	-0.076085333	1.932980822	3.26	-0.13515	0.280827295
2008-09-01	0.04470979	0.059	4.689210295	4.62587333	3.285142081	1.55	4.723985854	4.454637661	-0.027802253	1.935003151	3.63	-0.05099	0.21058922
2008-10-01	0.03414315	0.061	4.687238615	4.610189831	4.415697066	2.46	4.752878547	4.245369641	-0.035727642	1.933993164	5.06	0	-0.287834946
2008-11-01	0.02094007	0.063	4.622383067	4.608282843	4.843924489	1.52	4.760309057	4.221078085	-0.003479447	1.933487288	5.69	-0.41317	-0.542571228
2008-12-01	0.01190868	0.064	4.553848186	4.599393665	5.08063019	1.3	4.745719114	4.22961688	-0.014242884	1.931966115	6.01	0.06032	-0.009370907
2009-01-01	0.00925873	0.067	4.530617856	4.588523766	5.488299741	0.84	4.751543906	4.236918232	-0.040783721	1.92890769	5.63	0.07258	0.599076452
2009-02-01	0.00870671	0.071	4.558960671	4.582390267	5.718132232	0.62	4.75704424	4.190042854	-0.022097437	1.932473765	5.21	-0.00607	0.777935708
2009-03-01	0.0073724	0.073	4.533237441	4.574424481	6.481943936	0.75	4.764339671	4.116964403	0.006417309	1.933487288	5.60	0.03597	123456789
2009-04-01	0.00784813	0.075	4.556714397	4.577865921	6.19603097	0.42	4.748298116	4.199866402	-0.057724198	1.934498451	5.46	0.018	123456789
2009-05-01	0.00668094	0.077	4.575147165	4.567775403	5.664665368	0.35	4.747720561	4.282006435	-0.045185225	1.936513742	4.77	-0.03194	123456789
2009-06-01	0.00789266	0.078	4.614695896	4.578228531	4.847341252	0.05	4.737760531	4.271745799	-0.051611542	1.938019097	3.77	-0.026	123456789
2009-07-01	0.00742893	0.078	4.610055068	4.572390096	4.276829333	-0.01	4.725099235	4.277538751	-0.025905816	1.938019097	3.53	-0.01484	123456789
2009-08-01	0.00652792	0.078	4.608600381	4.566825701	3.405348112	0.14	4.720189512	4.365605557	-0.008646147	1.939519253	2.99	-0.13354	123456789
2009-09-01	0.00596254	0.078	4.5785533	4.575415738	3.095006821	0.24	4.722320213	4.424286722	-0.045296363	1.940018155	2.91	-0.01867	123456789
2009-10-01	0.00660552	0.077	4.553745669	4.571432522	2.769109069	0.29	4.715382498	4.448882195	-0.038757381	1.940516485	2.90	-0.00129	123456789
2009-11-01	0.00654286	0.077	4.573138124	4.575839681	2.578169913	0.13	4.713666169	4.460136394	-0.031214433	1.942008053	2.92	0.01633	123456789
2009-12-01	0.00662349	0.076	4.5669855	4.576624986	2.425655919	0.03	4.70802431	4.470305721	-0.061968467	1.944482672	2.78	-0.00097	123456789
2010-01-01	0.00694075	0.079	4.577452584	4.571220157	2.189713006	-0.4	4.69852263	4.492038958	-0.078011219	1.943494516	2.51	0.01097	123456789
2010-02-01	0.00686486	0.08	4.572836419	4.579526555	2.186349909	-0.36	4.696082742	4.459651328	-0.011059304	1.945468585	2.65	-0.02071	123456789
2010-03-01	0.00698958	0.079	4.539496589	4.58844511	2.035363222	-0.33	4.695729025	4.530354562	-0.094985744	1.94792362	2.55	-0.01936	123456789
2010-04-01	0.00700869	0.078	4.565973251	4.583467008	1.974691877	-0.31	4.688284011	4.552297938	-0.043760276	1.950364854	2.41	0	123456789
2010-05-01	0.00646488	0.078	4.568905953	4.596515455	2.33779744	-0.07	4.692023804	4.465382429	-0.06477516	1.951337519	2.63	-0.04645	123456789
2010-06-01	0.00614317	0.077	4.595117031	4.592758385	2.669751104	0.12	4.690547792	4.449824898	-0.041556271	1.951823035	3.03	-0.03133	123456789
2010-07-01	0.00637948	0.077	4.595117031	4.596759582	2.663755454	0.21	4.686252917	4.454112392	-0.081326723	1.950851459	3.00	-0.00323	123456789
2010-08-01	0.00607335	0.076	4.609570407	4.595448677	2.474363387	0.34	4.68378271	4.475939539	-0.037247996	1.953276337	2.96	-0.02032	123456789
2010-09-01	0.00600235	0.078	4.590977054	4.594851124	2.40088907	0.43	4.682187184	4.520148609	-0.028282391	1.953276337	3.01	-0.00266	123456789
2010-10-01	0.00594506	0.078	4.563438139	4.597977755	2.308403933	0.42	4.678106147	4.552468021	-0.024029496	1.954242509	3.18	0.0029	123456789
2010-11-01	0.00641661	0.078	4.583242757	4.599017797	2.265061298	0.19	4.677665223	4.559855631	-0.023861285	1.95568775	3.16	0.014	123456789
2010-12-01	0.00699056	0.078	4.579852585	4.594851124	2.358098199	-0.1	4.663669174	4.585850163	-0.066758126	1.959994838	2.81	0.00645	123456789
2011-01-01	0.00789582	0.078	4.581648814	4.605235434	2.365302817	-0.23	4.65637483	4.605041108	0.007788371	1.960470778	2.69	0	123456789
2011-02-01	0.00935723	0.077	4.58870264	4.599017797	2.235759941	-0.35	4.65705466	4.61250023	0.010520486	1.963787827	2.57	-0.00714	123456789
2011-03-01	0.00881591	0.077	4.571930759	4.602131448	2.186424321	-0.27	4.656219459	4.586672248	-0.015832172	1.964730921	2.62	-0.02774	123456789
2011-04-01	0.00843348	0.078	4.561507146	4.603167181	2.139821888	-0.32	4.64935052	4.610801103	-0.018316736	1.969415912	2.57	-0.022	123456789
2011-05-01	0.00718735	0.079	4.562422291	4.602131448	2.180713032	-0.14	4.646383837	4.603264593	0.028819019	1.970346876	2.61	-0.00452	123456789
2011-06-01	0.00664288	0.08	4.551282108	4.604201842	2.387853359	-0.28	4.64869516	4.580440465	-0.023164508	1.969881644	2.75	0	123456789
2011-07-01	0.00626252	0.082	4.548709428	4.606267958	2.494626389	-0.23	4.64200706	4.598241004	-0.024643878	1.969881644	2.76	0	123456789
2011-08-01	0.00573452	0.083	4.557327518	4.607299418	3.011260179	0.3	4.640823329	4.481176591	0.024894824	1.972202838	3.06	0	123456789
2011-09-01	0.0054676	0.083	4.555998614	4.608329815	3.547500467	0.74	4.640634004	4.471523546	-0.030005271	1.974971994	3.30	0.01533	123456789
2011-10-01	0.00568703	0.084	4.558756673	4.610387429	3.650302171	0.74	4.636675927	4.500243394	0.014452002	1.975431809	3.22	-0.01162	123456789
2011-11-01	0.00510116	0.083	4.571024277	4.609359151	3.663867342	1.01	4.64030014	4.497947182	-0.009921906	1.975891136	3.12	0.00566	123456789
2011-12-01	0.00403607	0.083	4.578653305	4.612440817	3.759805914	1.2	4.637550032	4.508736469	0.028105827	1.978180517	3.27	0.00129	123456789
2012-01-01	0.00433183	0.082	4.584138235	4.614489998	3.768851273	1.46	4.634622767	4.548958468	-0.013974488	1.975891136	3.26	0	123456789
2012-02-01	0.00439114	0.082	4.584436549	4.614489998	3.451201962	1.28	4.632691641	4.588380022	-0.046239712	1.978180517	3.17	0.00724	123456789
2012-03-01	0.00453179	0.081	4.589692152	4.614489998	3.112123664	1.25	4.632813753	4.589462291	-0.015244801	1.979548375	3.06	0.00323	123456789
2012-04-01	0.00444128	0.08	4.603345917	4.612440817	3.341427864	1.39	4.632449804	4.565176046	-0.097703768	1.982271233	3.14	0.00866	123456789
2012-05-01	0.00389612	0.079	4.618162438	4.615513016	3.486478033	1.66	4.632725229	4.517122781	0.010835097	1.981818607	3.27	-0.00355	123456789
2012-06-01	0.00320598	0.08	4.609861232	4.612440817	3.550252552	1.88	4.632884484	4.518847921	-0.047823349	1.980003372	3.40	0.003	123456789
2012-07-01	0.00252503	0.078	4.623817857	4.628717881	3.16649512	1.97	4.627474455	4.547318731	0.025478141	1.980457892	3.35	0.02839	123456789
2012-08-01	0.00222467	0.078	4.623531063	4.625686044	2.919769664	1.97	4.623115674	4.5761314	-0.066220608	1.982723388	3.23	0.01355	123456789
2012-09-01	0.00269798	0.078	4.622000109	4.620612467	2.678512479	1.87	4.619500678	4.582224941	-0.028647314	1.984527313	3.12	0.00033	123456789
2012-10-01	0.00294771	0.078	4.614888797	4.622644988	2.401141584	1.87	4.614158993	4.587986179	-0.033134691	1.986771734	2.84	0.00903	123456789
